"TransactionNo","Date","AccountNo","TransactionType","Amount","SGD_Amount","Currency","index","d_balance"
1646,"13-Jul-2020",6,"Withdraw",-6.69129311753459,-6.69129311753459,"SGD",7,763.792501270774
1647,"13-Jul-2020",6,"Withdraw",-8.36057657860668,-8.36057657860668,"SGD",7,755.431924692167
1648,"13-Jul-2020",6,"Withdraw",-3.83618638773453,-3.83618638773453,"SGD",7,751.595738304432
1649,"13-Jul-2020",6,"Withdraw",-0.186321831586772,-0.186321831586772,"SGD",7,751.409416472846
1650,"13-Jul-2020",6,"Withdraw",-1.46008411611235,-1.46008411611235,"SGD",7,749.949332356733
1651,"13-Jul-2020",6,"Withdraw",-2.2534015951371,-2.2534015951371,"SGD",7,747.695930761596
1652,"13-Jul-2020",6,"Withdraw",-7.29364355544928,-7.29364355544928,"SGD",7,740.402287206147
1653,"13-Jul-2020",6,"Withdraw",-0.690199408501259,-0.690199408501259,"SGD",7,739.712087797645
1654,"13-Jul-2020",6,"Withdraw",-32.7779578626394,-32.7779578626394,"SGD",7,706.934129935006
1655,"13-Jul-2020",6,"Withdraw",-0.0574540160814635,-0.0574540160814635,"SGD",7,706.876675918925
1656,"13-Jul-2020",6,"Withdraw",-2.24466642959502,-2.24466642959502,"SGD",7,704.63200948933
1657,"13-Jul-2020",6,"Withdraw",-0.04043936143702,-0.04043936143702,"SGD",7,704.591570127893
1658,"13-Jul-2020",6,"Withdraw",-0.568727467884984,-0.568727467884984,"SGD",7,704.022842660008
1659,"13-Jul-2020",6,"Withdraw",-1.1876080579306,-1.1876080579306,"SGD",7,702.835234602077
4963,"13-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",7,1519.36097592491
4964,"13-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",7,1514.65971904651
4965,"13-Jul-2020",6,"Spend",-0.17,-0.24,"USD",7,1514.41774131965
4966,"13-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",7,1509.71648444125
4967,"13-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",7,1505.01522756285
1660,"14-Jul-2020",6,"Withdraw",-0.0406779753561832,-0.0406779753561832,"SGD",8,702.794556626721
1661,"14-Jul-2020",6,"Withdraw",-0.0770613653426042,-0.0770613653426042,"SGD",8,702.717495261378
1662,"14-Jul-2020",6,"Withdraw",-0.00290400183312476,-0.00290400183312476,"SGD",8,702.714591259545
1663,"14-Jul-2020",6,"Withdraw",-27.759897396646,-27.759897396646,"SGD",8,674.954693862899
1664,"14-Jul-2020",6,"Withdraw",-1.24819276124422,-1.24819276124422,"SGD",8,673.706501101655
1665,"14-Jul-2020",6,"Withdraw",-1.15132014418257,-1.15132014418257,"SGD",8,672.555180957472
1666,"14-Jul-2020",6,"Withdraw",-0.0411437955723755,-0.0411437955723755,"SGD",8,672.5140371619
1667,"14-Jul-2020",6,"Withdraw",-4.10463898835206,-4.10463898835206,"SGD",8,668.409398173548
1668,"14-Jul-2020",6,"Withdraw",-59.5421913610111,-59.5421913610111,"SGD",8,608.867206812537
1669,"14-Jul-2020",6,"Withdraw",-14.2783323613555,-14.2783323613555,"SGD",8,594.588874451181
1670,"14-Jul-2020",6,"Withdraw",-10.3387581312969,-10.3387581312969,"SGD",8,584.250116319884
1671,"14-Jul-2020",6,"Withdraw",-2.93066438838266,-2.93066438838266,"SGD",8,581.319451931502
1672,"14-Jul-2020",6,"Withdraw",-4.47934964587632,-4.47934964587632,"SGD",8,576.840102285625
1673,"14-Jul-2020",6,"Withdraw",-1.21530271251308,-1.21530271251308,"SGD",8,575.624799573112
1674,"14-Jul-2020",6,"Withdraw",-0.0478461023944498,-0.0478461023944498,"SGD",8,575.576953470718
1675,"14-Jul-2020",6,"Withdraw",-0.0179379283086568,-0.0179379283086568,"SGD",8,575.559015542409
1676,"14-Jul-2020",6,"Withdraw",-3.23712157268281,-3.23712157268281,"SGD",8,572.321893969726
4968,"14-Jul-2020",6,"Spend",-1.87,-0.38,"CNY",8,1504.63555038976
4969,"14-Jul-2020",6,"Spend",-0.09,-0.12,"USD",8,1504.5125786751
4970,"14-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",8,1499.8113217967
4971,"14-Jul-2020",6,"Spend",-1.73,-2.45,"USD",8,1497.35678275687
4972,"14-Jul-2020",6,"Spend",-0.36,-0.51,"USD",8,1496.84422502433
4973,"14-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",8,1492.14296814593
4974,"14-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",8,1487.44171126753
4975,"14-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",8,1482.74045438913
1677,"15-Jul-2020",6,"Withdraw",-0.259342745127623,-0.259342745127623,"SGD",9,572.062551224599
1678,"15-Jul-2020",6,"Withdraw",-1.26140930843175,-1.26140930843175,"SGD",9,570.801141916167
1679,"15-Jul-2020",6,"Withdraw",-3.27881722013666,-3.27881722013666,"SGD",9,567.52232469603
1680,"15-Jul-2020",6,"Withdraw",-0.264294961719074,-0.264294961719074,"SGD",9,567.258029734311
1681,"15-Jul-2020",6,"Withdraw",-21.486793624296,-21.486793624296,"SGD",9,545.771236110015
1682,"15-Jul-2020",6,"Withdraw",-0.167134144002535,-0.167134144002535,"SGD",9,545.604101966013
1683,"15-Jul-2020",6,"Withdraw",-4.00868589446007,-4.00868589446007,"SGD",9,541.595416071553
1684,"15-Jul-2020",6,"Withdraw",-1.01489445073845,-1.01489445073845,"SGD",9,540.580521620814
1685,"15-Jul-2020",6,"Withdraw",-0.387435590047063,-0.387435590047063,"SGD",9,540.193086030767
1686,"15-Jul-2020",6,"Withdraw",-9.53139402890958,-9.53139402890958,"SGD",9,530.661692001858
1687,"15-Jul-2020",6,"Withdraw",-0.012204535788764,-0.012204535788764,"SGD",9,530.649487466069
1688,"15-Jul-2020",6,"Withdraw",-0.00178284576284975,-0.00178284576284975,"SGD",9,530.647704620306
4976,"15-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",9,1478.03919751073
4977,"15-Jul-2020",6,"Spend",-1.95,-0.4,"CNY",9,1477.64315267896
4978,"15-Jul-2020",6,"Spend",-20.17,-4.09,"CNY",9,1473.55122299227
4979,"15-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",9,1468.84996611387
4980,"15-Jul-2020",6,"Spend",-0.01,0,"CNY",9,1468.84702299462
4981,"15-Jul-2020",6,"Spend",-2.73,-3.88,"USD",9,1464.96599046416
1689,"16-Jul-2020",6,"Withdraw",-0.179884900626983,-0.179884900626983,"SGD",10,530.467819719679
1690,"16-Jul-2020",6,"Withdraw",-0.196537797299282,-0.196537797299282,"SGD",10,530.27128192238
1691,"16-Jul-2020",6,"Withdraw",-0.197631677834188,-0.197631677834188,"SGD",10,530.073650244545
1692,"16-Jul-2020",6,"Withdraw",-0.0145246461968407,-0.0145246461968407,"SGD",10,530.059125598349
1693,"16-Jul-2020",6,"Withdraw",-0.600175566710451,-0.600175566710451,"SGD",10,529.458950031638
1694,"16-Jul-2020",6,"Withdraw",-0.238840149651407,-0.238840149651407,"SGD",10,529.220109881987
1695,"16-Jul-2020",6,"Withdraw",-15.8439449203153,-15.8439449203153,"SGD",10,513.376164961671
1696,"16-Jul-2020",6,"Withdraw",-2.97077619218718,-2.97077619218718,"SGD",10,510.405388769484
1697,"16-Jul-2020",6,"Withdraw",-3.32971023820818,-3.32971023820818,"SGD",10,507.075678531276
1698,"16-Jul-2020",6,"Withdraw",-2.11559163672865,-2.11559163672865,"SGD",10,504.960086894547
1699,"16-Jul-2020",6,"Withdraw",-3.54434719913791,-3.54434719913791,"SGD",10,501.415739695409
1700,"16-Jul-2020",6,"Withdraw",-9.97788473538984,-9.97788473538984,"SGD",10,491.43785496002
1701,"16-Jul-2020",6,"Withdraw",-4.00863766532925,-4.00863766532925,"SGD",10,487.42921729469
1702,"16-Jul-2020",6,"Withdraw",-0.243666898011177,-0.243666898011177,"SGD",10,487.185550396679
1703,"16-Jul-2020",6,"Withdraw",-0.0299840230228722,-0.0299840230228722,"SGD",10,487.155566373656
1704,"16-Jul-2020",6,"Withdraw",-150.222206922572,-150.222206922572,"SGD",10,336.933359451084
1705,"16-Jul-2020",6,"Withdraw",-0.0150579513360312,-0.0150579513360312,"SGD",10,336.918301499748
1706,"16-Jul-2020",6,"Withdraw",-33.399340211365,-33.399340211365,"SGD",10,303.518961288383
1707,"16-Jul-2020",6,"Withdraw",-2.02609597840285,-2.02609597840285,"SGD",10,301.49286530998
1708,"16-Jul-2020",6,"Withdraw",-3.56955344444593,-3.56955344444593,"SGD",10,297.923311865534
4982,"16-Jul-2020",6,"Spend",-0.06,-0.01,"CNY",10,1464.95339656415
4983,"16-Jul-2020",6,"Spend",-0.49,-0.7,"USD",10,1464.25608513794
4984,"16-Jul-2020",6,"Spend",-0.52,-0.11,"CNY",10,1464.15006393354
4985,"16-Jul-2020",6,"Spend",-3.16,-4.48,"USD",10,1459.66918260858
4986,"16-Jul-2020",6,"Spend",-10.02,-14.22,"USD",10,1445.44469851233
4987,"16-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",10,1440.74344163393
4988,"16-Jul-2020",6,"Spend",-0.29,-0.41,"USD",10,1440.33195890766
4989,"16-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",10,1435.63070202926
4990,"16-Jul-2020",6,"Spend",-0.54,-0.11,"CNY",10,1435.52025325711
1709,"17-Jul-2020",6,"Withdraw",-160.766432517667,-160.766432517667,"SGD",11,137.156879347868
1710,"17-Jul-2020",6,"Withdraw",-1.4695143402918,-1.4695143402918,"SGD",11,135.687365007576
1711,"17-Jul-2020",6,"Withdraw",-0.0392460507788575,-0.0392460507788575,"SGD",11,135.648118956797
1712,"17-Jul-2020",6,"Withdraw",-0.00825364091909106,-0.00825364091909106,"SGD",11,135.639865315878
1713,"17-Jul-2020",6,"Withdraw",-1.20089975180063,-1.20089975180063,"SGD",11,134.438965564077
1714,"17-Jul-2020",6,"Withdraw",-0.0391578375095182,-0.0391578375095182,"SGD",11,134.399807726568
1715,"17-Jul-2020",6,"Withdraw",-1.31032804659027,-1.31032804659027,"SGD",11,133.089479679978
1716,"17-Jul-2020",6,"Withdraw",-3.81988570936677,-3.81988570936677,"SGD",11,129.269593970611
1717,"17-Jul-2020",6,"Withdraw",-0.208257424696866,-0.208257424696866,"SGD",11,129.061336545914
1718,"17-Jul-2020",6,"Withdraw",-0.0998191037706287,-0.0998191037706287,"SGD",11,128.961517442143
1719,"17-Jul-2020",6,"Withdraw",-0.134347778291585,-0.134347778291585,"SGD",11,128.827169663852
1720,"17-Jul-2020",6,"Withdraw",-1.51496003508971,-1.51496003508971,"SGD",11,127.312209628762
1721,"17-Jul-2020",6,"Withdraw",-5.9439041401996,-5.9439041401996,"SGD",11,121.368305488562
4991,"17-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",11,1430.81899637871
4992,"17-Jul-2020",6,"Spend",-1.82,-0.37,"CNY",11,1430.44975603203
4993,"17-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",11,1425.74849915363
4994,"17-Jul-2020",6,"Spend",-2.54,-0.51,"CNY",11,1425.23405710986
4995,"17-Jul-2020",6,"Spend",-0.02,-0.03,"USD",11,1425.20893188435
4996,"17-Jul-2020",6,"Spend",-0.42,-0.59,"USD",11,1424.61431075985
4997,"17-Jul-2020",6,"Spend",-26.96,-38.25,"USD",11,1386.36005872397
1722,"20-Jul-2020",6,"Withdraw",-1.83101302450805,-1.83101302450805,"SGD",12,119.537292464054
1723,"20-Jul-2020",6,"Withdraw",-0.070298206731514,-0.070298206731514,"SGD",12,119.466994257323
1724,"20-Jul-2020",6,"Withdraw",-0.426606551145289,-0.426606551145289,"SGD",12,119.040387706177
1725,"20-Jul-2020",6,"Withdraw",-1.37566832715534,-1.37566832715534,"SGD",12,117.664719379022
1726,"20-Jul-2020",6,"Withdraw",-0.946108313320448,-0.946108313320448,"SGD",12,116.718611065702
1727,"20-Jul-2020",6,"Withdraw",-0.965562508228419,-0.965562508228419,"SGD",12,115.753048557473
1728,"20-Jul-2020",6,"Withdraw",-45.7553994300257,-45.7553994300257,"SGD",12,69.9976491274476
1729,"20-Jul-2020",6,"Withdraw",-7.07314480227396,-7.07314480227396,"SGD",12,62.9245043251736
4998,"20-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",12,1381.65880184557
4999,"20-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",12,1376.95754496717
5000,"20-Jul-2020",6,"Spend",-0.03,-0.04,"USD",12,1376.91472869842
1730,"21-Jul-2020",6,"Withdraw",-0.0958644078711488,-0.0958644078711488,"SGD",13,62.8286399173025
1731,"21-Jul-2020",6,"Withdraw",-4.52338066242453,-4.52338066242453,"SGD",13,58.305259254878
1732,"21-Jul-2020",6,"Withdraw",-0.0105080895264547,-0.0105080895264547,"SGD",13,58.2947511653515
1733,"21-Jul-2020",6,"Withdraw",-0.00302835089027531,-0.00302835089027531,"SGD",13,58.2917228144612
1734,"21-Jul-2020",6,"Withdraw",-1.51048712953104,-1.51048712953104,"SGD",13,56.7812356849302
1735,"21-Jul-2020",6,"Withdraw",-0.110042013083442,-0.110042013083442,"SGD",13,56.6711936718468
1736,"21-Jul-2020",6,"Withdraw",-0.0338741886791728,-0.0338741886791728,"SGD",13,56.6373194831676
1737,"21-Jul-2020",6,"Withdraw",-1.31201372520391,-1.31201372520391,"SGD",13,55.3253057579637
1738,"21-Jul-2020",6,"Withdraw",-0.554961182509861,-0.554961182509861,"SGD",13,54.7703445754538
1739,"21-Jul-2020",6,"Withdraw",-0.00311008735168204,-0.00311008735168204,"SGD",13,54.7672344881021
1740,"21-Jul-2020",6,"Withdraw",-0.269844259106495,-0.269844259106495,"SGD",13,54.4973902289956
1741,"21-Jul-2020",6,"Withdraw",-6.56262917538965,-6.56262917538965,"SGD",13,47.934761053606
1742,"21-Jul-2020",6,"Withdraw",-0.0996504076605242,-0.0996504076605242,"SGD",13,47.8351106459455
1743,"21-Jul-2020",6,"Withdraw",-0.293924779658505,-0.293924779658505,"SGD",13,47.541185866287
1744,"21-Jul-2020",6,"Withdraw",-10.5342609316981,-10.5342609316981,"SGD",13,37.0069249345889
1745,"21-Jul-2020",6,"Withdraw",-0.934712213910312,-0.934712213910312,"SGD",13,36.0722127206786
5001,"21-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",13,1372.21347182002
5002,"21-Jul-2020",6,"Spend",-1.06,-0.21,"CNY",13,1371.99939136266
5003,"21-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",13,1367.29813448426
5004,"21-Jul-2020",6,"Spend",-0.75,-0.15,"CNY",13,1367.14678973124
5005,"21-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",13,1362.44553285284
1746,"22-Jul-2020",6,"Withdraw",-10.5934234889298,-10.5934234889298,"SGD",14,25.4787892317488
1747,"22-Jul-2020",6,"Withdraw",-0.00620772534769495,-0.00620772534769495,"SGD",14,25.4725815064011
1748,"22-Jul-2020",6,"Withdraw",-0.237165780825797,-0.237165780825797,"SGD",14,25.2354157255753
1749,"22-Jul-2020",6,"Withdraw",-1.26864190355814,-1.26864190355814,"SGD",14,23.9667738220171
1750,"22-Jul-2020",6,"Withdraw",-1.21826535408341,-1.21826535408341,"SGD",14,22.7485084679337
1751,"22-Jul-2020",6,"Withdraw",-0.121080049079496,-0.121080049079496,"SGD",14,22.6274284188542
1752,"22-Jul-2020",6,"Withdraw",-0.339567558205597,-0.339567558205597,"SGD",14,22.2878608606486
1753,"22-Jul-2020",6,"Withdraw",-0.149528217006275,-0.149528217006275,"SGD",14,22.1383326436424
1754,"22-Jul-2020",6,"Withdraw",-2.74983661009545,-2.74983661009545,"SGD",14,19.3884960335469
1755,"22-Jul-2020",6,"Withdraw",-1.17833007352605,-1.17833007352605,"SGD",14,18.2101659600209
1756,"22-Jul-2020",6,"Withdraw",-0.0882997732074695,-0.0882997732074695,"SGD",14,18.1218661868134
1757,"22-Jul-2020",6,"Withdraw",-0.10750484240931,-0.10750484240931,"SGD",14,18.0143613444041
5006,"22-Jul-2020",6,"Spend",-0.03,-0.01,"CNY",14,1362.43967244777
5007,"22-Jul-2020",6,"Spend",-1.13,-1.6,"USD",14,1360.84017678797
5008,"22-Jul-2020",6,"Spend",-2.84,-0.57,"CNY",14,1360.26777337995
5009,"22-Jul-2020",6,"Spend",-0.55,-0.77,"USD",14,1359.49469089225
5010,"22-Jul-2020",6,"Spend",-10.5,-2.12,"CNY",14,1357.37873645631
1758,"23-Jul-2020",6,"Deposit",1767.63363368809,1767.63363368809,"SGD",15,1785.6479950325
1759,"23-Jul-2020",6,"Withdraw",-5.62310667849495,-5.62310667849495,"SGD",15,1780.024888354
1760,"23-Jul-2020",6,"Withdraw",-135.041279018137,-135.041279018137,"SGD",15,1644.98360933586
1761,"23-Jul-2020",6,"Withdraw",-0.0119674913044764,-0.0119674913044764,"SGD",15,1644.97164184456
1762,"23-Jul-2020",6,"Withdraw",-0.340094407068819,-0.340094407068819,"SGD",15,1644.63154743749
1763,"23-Jul-2020",6,"Withdraw",-0.00148204093780802,-0.00148204093780802,"SGD",15,1644.63006539655
1764,"23-Jul-2020",6,"Withdraw",-0.00279808820456304,-0.00279808820456304,"SGD",15,1644.62726730835
1765,"23-Jul-2020",6,"Withdraw",-0.0582651953196383,-0.0582651953196383,"SGD",15,1644.56900211303
1766,"23-Jul-2020",6,"Withdraw",-0.115499028483333,-0.115499028483333,"SGD",15,1644.45350308455
1767,"23-Jul-2020",6,"Withdraw",-23.9743900989823,-23.9743900989823,"SGD",15,1620.47911298556
1768,"23-Jul-2020",6,"Withdraw",-8.15734707880081,-8.15734707880081,"SGD",15,1612.32176590676
1769,"23-Jul-2020",6,"Withdraw",-3.81035519616256,-3.81035519616256,"SGD",15,1608.5114107106
1770,"23-Jul-2020",6,"Withdraw",-0.720323575016074,-0.720323575016074,"SGD",15,1607.79108713558
1771,"23-Jul-2020",6,"Withdraw",-0.0830344625297015,-0.0830344625297015,"SGD",15,1607.70805267305
5011,"23-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",15,1352.67747957791
5012,"23-Jul-2020",6,"Spend",-4.72,-0.95,"CNY",15,1351.7250917125
5013,"23-Jul-2020",6,"Spend",-37.34,-52.72,"USD",15,1299.00608610417
1772,"24-Jul-2020",6,"Withdraw",-0.0242045240699649,-0.0242045240699649,"SGD",16,1607.68384814898
1773,"24-Jul-2020",6,"Withdraw",-26.2270668555003,-26.2270668555003,"SGD",16,1581.45678129348
1774,"24-Jul-2020",6,"Withdraw",-0.0068436871986294,-0.0068436871986294,"SGD",16,1581.44993760629
1775,"24-Jul-2020",6,"Withdraw",-0.460717294236755,-0.460717294236755,"SGD",16,1580.98922031205
1776,"24-Jul-2020",6,"Withdraw",-1.56460883878913,-1.56460883878913,"SGD",16,1579.42461147326
1777,"24-Jul-2020",6,"Withdraw",-0.325238373766901,-0.325238373766901,"SGD",16,1579.09937309949
1778,"24-Jul-2020",6,"Withdraw",-2.03620956511602,-2.03620956511602,"SGD",16,1577.06316353438
1779,"24-Jul-2020",6,"Withdraw",-0.132225823580073,-0.132225823580073,"SGD",16,1576.9309377108
1780,"24-Jul-2020",6,"Withdraw",-16.871642166613,-16.871642166613,"SGD",16,1560.05929554418
1781,"24-Jul-2020",6,"Withdraw",-296.119006942382,-296.119006942382,"SGD",16,1263.9402886018
1782,"24-Jul-2020",6,"Withdraw",-10.2380128675118,-10.2380128675118,"SGD",16,1253.70227573429
1783,"24-Jul-2020",6,"Withdraw",-9.93419132289895,-9.93419132289895,"SGD",16,1243.76808441139
1784,"24-Jul-2020",6,"Withdraw",-0.515905969977682,-0.515905969977682,"SGD",16,1243.25217844141
5014,"24-Jul-2020",6,"Spend",-0.55,-0.11,"CNY",16,1298.89597146596
5015,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1294.19471458756
5016,"24-Jul-2020",6,"Spend",-0.44,-0.62,"USD",16,1293.57097257885
5017,"24-Jul-2020",6,"Spend",-0.44,-0.09,"CNY",16,1293.48178056039
5018,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1288.78052368199
5019,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1284.07926680359
5020,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1279.37800992519
5021,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1274.67675304679
5022,"24-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",16,1269.97549616839
5023,"24-Jul-2020",6,"Spend",-0.05,-0.01,"CNY",16,1269.96610520008
5024,"24-Jul-2020",6,"Spend",-52.24,-10.51,"CNY",16,1259.45211771517
1785,"27-Jul-2020",6,"Withdraw",-3.09604820050217,-3.09604820050217,"SGD",17,1240.15613024091
1786,"27-Jul-2020",6,"Withdraw",-0.47918494302794,-0.47918494302794,"SGD",17,1239.67694529788
1787,"27-Jul-2020",6,"Withdraw",-44.5696452634983,-44.5696452634983,"SGD",17,1195.10730003439
1788,"27-Jul-2020",6,"Withdraw",-0.145390918566637,-0.145390918566637,"SGD",17,1194.96190911582
1789,"27-Jul-2020",6,"Withdraw",-0.107525888966044,-0.107525888966044,"SGD",17,1194.85438322685
1790,"27-Jul-2020",6,"Withdraw",-7.73270058337785,-7.73270058337785,"SGD",17,1187.12168264347
1791,"27-Jul-2020",6,"Withdraw",-0.883613486015478,-0.883613486015478,"SGD",17,1186.23806915746
1792,"27-Jul-2020",6,"Withdraw",-0.178860197001528,-0.178860197001528,"SGD",17,1186.05920896046
1793,"27-Jul-2020",6,"Withdraw",-0.380117197817755,-0.380117197817755,"SGD",17,1185.67909176264
1794,"27-Jul-2020",6,"Withdraw",-11.2101672561082,-11.2101672561082,"SGD",17,1174.46892450653
1795,"27-Jul-2020",6,"Withdraw",-233.63389159569,-233.63389159569,"SGD",17,940.835032910842
1796,"27-Jul-2020",6,"Withdraw",-0.187159822710389,-0.187159822710389,"SGD",17,940.647873088131
1797,"27-Jul-2020",6,"Withdraw",-15.0512301960741,-15.0512301960741,"SGD",17,925.596642892057
1798,"27-Jul-2020",6,"Withdraw",-0.532127967309605,-0.532127967309605,"SGD",17,925.064514924748
5025,"27-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",17,1254.75086083677
5026,"27-Jul-2020",6,"Spend",-0.37,-0.52,"USD",17,1254.23484275997
5027,"27-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",17,1249.53358588157
5028,"27-Jul-2020",6,"Spend",-6.5,-1.31,"CNY",17,1248.22768971473
5029,"27-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",17,1243.52643283633
1799,"28-Jul-2020",6,"Withdraw",-1.22420086545445,-1.22420086545445,"SGD",18,923.840314059293
1800,"28-Jul-2020",6,"Withdraw",-2.2921119168962,-2.2921119168962,"SGD",18,921.548202142397
1801,"28-Jul-2020",6,"Withdraw",-135.413597724553,-135.413597724553,"SGD",18,786.134604417844
1802,"28-Jul-2020",6,"Withdraw",-0.20388259392376,-0.20388259392376,"SGD",18,785.930721823921
1803,"28-Jul-2020",6,"Withdraw",-0.179665809266672,-0.179665809266672,"SGD",18,785.751056014654
1804,"28-Jul-2020",6,"Withdraw",-77.9233834417972,-77.9233834417972,"SGD",18,707.827672572857
1805,"28-Jul-2020",6,"Withdraw",-1.83604212002413,-1.83604212002413,"SGD",18,705.991630452833
1806,"28-Jul-2020",6,"Withdraw",-0.0801988873889647,-0.0801988873889647,"SGD",18,705.911431565444
1807,"28-Jul-2020",6,"Withdraw",-1.28875716657559,-1.28875716657559,"SGD",18,704.622674398868
1808,"28-Jul-2020",6,"Withdraw",-0.159974462213887,-0.159974462213887,"SGD",18,704.462699936654
1809,"28-Jul-2020",6,"Withdraw",-4.94040289798614,-4.94040289798614,"SGD",18,699.522297038668
1810,"28-Jul-2020",6,"Withdraw",-0.970410690767495,-0.970410690767495,"SGD",18,698.551886347901
1811,"28-Jul-2020",6,"Withdraw",-0.588575543162744,-0.588575543162744,"SGD",18,697.963310804738
1812,"28-Jul-2020",6,"Withdraw",-1.28619222813184,-1.28619222813184,"SGD",18,696.677118576606
1813,"28-Jul-2020",6,"Withdraw",-0.000246494677981193,-0.000246494677981193,"SGD",18,696.676872081928
1814,"28-Jul-2020",6,"Withdraw",-0.580840154893361,-0.580840154893361,"SGD",18,696.096031927035
1815,"28-Jul-2020",6,"Withdraw",-0.000342124110707685,-0.000342124110707685,"SGD",18,696.095689802924
1816,"28-Jul-2020",6,"Withdraw",-8.94322849442874,-8.94322849442874,"SGD",18,687.152461308495
1817,"28-Jul-2020",6,"Withdraw",-214.58197552679,-214.58197552679,"SGD",18,472.570485781705
1818,"28-Jul-2020",6,"Withdraw",-0.00108202493470661,-0.00108202493470661,"SGD",18,472.569403756771
5030,"28-Jul-2020",6,"Spend",-0.83,-1.17,"USD",18,1242.35776858826
5031,"28-Jul-2020",6,"Spend",-0.09,-0.02,"CNY",18,1242.33957017861
5032,"28-Jul-2020",6,"Spend",-1.45,-0.29,"CNY",18,1242.04759994357
5033,"28-Jul-2020",6,"Spend",-2.58,-0.52,"CNY",18,1241.52939570395
5034,"28-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",18,1236.82813882555
5035,"28-Jul-2020",6,"Spend",-0.87,-1.23,"USD",18,1235.60215460343
5036,"28-Jul-2020",6,"Spend",-8.26,-1.66,"CNY",18,1233.94306018551
1819,"29-Jul-2020",6,"Withdraw",-3.85384523181566,-3.85384523181566,"SGD",19,468.715558524955
1820,"29-Jul-2020",6,"Withdraw",-0.14176290275741,-0.14176290275741,"SGD",19,468.573795622198
1821,"29-Jul-2020",6,"Withdraw",-0.169885627176756,-0.169885627176756,"SGD",19,468.403909995021
1822,"29-Jul-2020",6,"Withdraw",-0.025402181433523,-0.025402181433523,"SGD",19,468.378507813587
1823,"29-Jul-2020",6,"Withdraw",-21.9201873946276,-21.9201873946276,"SGD",19,446.45832041896
1824,"29-Jul-2020",6,"Withdraw",-1.85808780383396,-1.85808780383396,"SGD",19,444.600232615126
1825,"29-Jul-2020",6,"Withdraw",-0.155370145787254,-0.155370145787254,"SGD",19,444.444862469338
1826,"29-Jul-2020",6,"Withdraw",-0.0358689211946962,-0.0358689211946962,"SGD",19,444.408993548144
1827,"29-Jul-2020",6,"Withdraw",-0.10600443401092,-0.10600443401092,"SGD",19,444.302989114133
1828,"29-Jul-2020",6,"Withdraw",-0.150826105506049,-0.150826105506049,"SGD",19,444.152163008627
1829,"29-Jul-2020",6,"Withdraw",-0.05499514138243,-0.05499514138243,"SGD",19,444.097167867244
1830,"29-Jul-2020",6,"Withdraw",-0.107928456458301,-0.107928456458301,"SGD",19,443.989239410786
1831,"29-Jul-2020",6,"Withdraw",-0.709446985282196,-0.709446985282196,"SGD",19,443.279792425504
1832,"29-Jul-2020",6,"Withdraw",-380.799999514427,-380.799999514427,"SGD",19,62.4797929110773
5037,"29-Jul-2020",6,"Spend",-4.26,-0.86,"CNY",19,1233.08714346084
5038,"29-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",19,1228.38588658244
5039,"29-Jul-2020",6,"Spend",-0.33,-0.46,"USD",19,1227.92768373996
5040,"29-Jul-2020",6,"Spend",-4.7,-4.7,"SGD",19,1223.22642686156
5041,"29-Jul-2020",6,"Spend",-7.41,-10.41,"USD",19,1212.81309706436
5042,"29-Jul-2020",6,"Spend",-3.18,-4.47,"USD",19,1208.34713822987
5043,"29-Jul-2020",6,"Spend",-4.18,-5.88,"USD",19,1202.47084554527
5044,"29-Jul-2020",6,"Spend",-0.74,-0.15,"CNY",19,1202.32218650396
5045,"29-Jul-2020",6,"Spend",-0.05,-0.01,"CNY",19,1202.31267029072
